pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
5443,neutral,the judges brought the officer and the musician .,the officer brought the musician .,judges brought officer judges brought musician not know officer brought musician,,,,,,,,,,,,,,
5444,neutral,the tourist needed the potter and the analysts .,the potter needed the analysts .,tourist needed potter tourist needed analysts not know potter needed analysts,,,,,,,,,,,,,,
5445,neutral,the administrators offended the counselor and the officers .,the counselor offended the officers .,administrators offended counselor administrators offended officers not know counselor offended officers,,,,,,,,,,,,,,
5446,neutral,the therapist contacted the analysts and the artists .,the analysts contacted the artists .,therapist contacted analysts therapist contacted artists not know analysts contacted artists,,,,,,,,,,,,,,
5447,neutral,the potters found the judges and the essayists .,the judges found the essayists .,potters found judges potters found essayists not know judges found essayists,,,,,,,,,,,,,,
5448,neutral,the counselor contacted the sculptors and the tourist .,the sculptors contacted the tourist .,counselor contacted sculptors counselor contacted tourist not know sculptors contacted tourist,,,,,,,,,,,,,,
5449,neutral,the potter expected the photographer and the curator .,the photographer expected the curator .,potter expected photographer potter expected curator not know photographer expected curator,,,,,,,,,,,,,,
5450,neutral,the curator recommended the doctors and the administrator .,the doctors recommended the administrator .,curator recommended doctors curator recommended administrator not know doctors recommended administrator,,,,,,,,,,,,,,
5451,neutral,the banker needed the doctors and the nurses .,the doctors needed the nurses .,banker needed doctors banker needed nurses not know doctors needed nurses,,,,,,,,,,,,,,
5452,neutral,the judges brought the designer and the lawyers .,the designer brought the lawyers .,judges brought designer judges brought lawyers not know designer brought lawyers,,,,,,,,,,,,,,
5453,neutral,the musicians needed the planners and the doctors .,the planners needed the doctors .,musicians needed planners musicians needed doctors not know planners needed doctors,,,,,,,,,,,,,,
5454,neutral,the musician expected the nurse and the essayists .,the nurse expected the essayists .,musician expected nurse musician expected essayists not know nurse expected essayists,,,,,,,,,,,,,,
5455,neutral,the analysts contacted the photographer and the tourist .,the photographer contacted the tourist .,analysts contacted photographer analysts contacted tourist not know photographer contacted tourist,,,,,,,,,,,,,,
5456,neutral,the judge introduced the designers and the counselors .,the designers introduced the counselors .,judge introduced designers judge introduced counselors not know designers introduced counselors,,,,,,,,,,,,,,
5457,neutral,the psychotherapist needed the doctor and the administrator .,the doctor needed the administrator .,psychotherapist needed doctor psychotherapist needed administrator not know doctor needed administrator,,,,,,,,,,,,,,
5458,neutral,the designers introduced the lawyers and the judges .,the lawyers introduced the judges .,designers introduced lawyers designers introduced judges not know lawyers introduced judges,,,,,,,,,,,,,,
5459,neutral,the illustrators disturbed the analysts and the counselors .,the analysts disturbed the counselors .,illustrators disturbed analysts illustrators disturbed counselors not know analysts disturbed counselors,,,,,,,,,,,,,,
5460,neutral,the potters offended the curator and the director .,the curator offended the director .,potters offended curator potters offended director not know curator offended director,,,,,,,,,,,,,,
5461,neutral,the therapist found the artists and the illustrator .,the artists found the illustrator .,therapist found artists therapist found illustrator not know artists found illustrator,,,,,,,,,,,,,,
5462,neutral,the administrators brought the sculptor and the artist .,the sculptor brought the artist .,administrators brought sculptor administrators brought artist not know sculptor brought artist,,,,,,,,,,,,,,
5463,neutral,the nurses offended the author and the illustrators .,the author offended the illustrators .,nurses offended author nurses offended illustrators not know author offended illustrators,,,,,,,,,,,,,,
5464,neutral,the chaplain contacted the directors and the psychotherapist .,the directors contacted the psychotherapist .,chaplain contacted directors chaplain contacted psychotherapist not know directors contacted psychotherapist,,,,,,,,,,,,,,
5465,neutral,the therapists introduced the directors and the potter .,the directors introduced the potter .,therapists introduced directors therapists introduced potter not know directors introduced potter,,,,,,,,,,,,,,
5466,neutral,the therapist needed the counselors and the photographer .,the counselors needed the photographer .,therapist needed counselors therapist needed photographer not know counselors needed photographer,,,,,,,,,,,,,,
5467,neutral,the therapist deceived the administrator and the doctor .,the administrator deceived the doctor .,therapist deceived administrator therapist deceived doctor not know administrator deceived doctor,,,,,,,,,,,,,,
5468,neutral,the artist deceived the administrators and the doctor .,the administrators deceived the doctor .,artist deceived administrators artist deceived doctor not know administrators deceived doctor,,,,,,,,,,,,,,
5469,neutral,the therapist expected the potters and the chaplain .,the potters expected the chaplain .,therapist expected potters therapist expected chaplain not know potters expected chaplain,,,,,,,,,,,,,,
5470,neutral,the psychotherapists found the colorists and the director .,the colorists found the director .,psychotherapists found colorists psychotherapists found director not know colorists found director,,,,,,,,,,,,,,
5471,neutral,the judge disturbed the artist and the chaplain .,the artist disturbed the chaplain .,judge disturbed artist judge disturbed chaplain not know artist disturbed chaplain,,,,,,,,,,,,,,
5472,neutral,the lawyer deceived the essayists and the administrator .,the essayists deceived the administrator .,lawyer deceived essayists lawyer deceived administrator not know essayists deceived administrator,,,,,,,,,,,,,,
5473,neutral,the designers contacted the officer and the doctor .,the officer contacted the doctor .,designers contacted officer designers contacted doctor not know officer contacted doctor,,,,,,,,,,,,,,
5474,neutral,the analyst found the psychotherapists and the curators .,the psychotherapists found the curators .,analyst found psychotherapists analyst found curators not know psychotherapists found curators,,,,,,,,,,,,,,
5475,neutral,the doctors expected the planner and the photographers .,the planner expected the photographers .,doctors expected planner doctors expected photographers not know planner expected photographers,,,,,,,,,,,,,,
5476,neutral,the photographer recommended the bankers and the psychotherapists .,the bankers recommended the psychotherapists .,photographer recommended bankers photographer recommended psychotherapists not know bankers recommended psychotherapists,,,,,,,,,,,,,,
5477,neutral,the administrator called the psychotherapist and the banker .,the psychotherapist called the banker .,administrator called psychotherapist administrator called banker not know psychotherapist called banker,,,,,,,,,,,,,,
5478,neutral,the lawyer contacted the musician and the sculptor .,the musician contacted the sculptor .,lawyer contacted musician lawyer contacted sculptor not know musician contacted sculptor,,,,,,,,,,,,,,
5479,neutral,the curators disturbed the nurses and the bankers .,the nurses disturbed the bankers .,curators disturbed nurses curators disturbed bankers not know nurses disturbed bankers,,,,,,,,,,,,,,
5480,neutral,the banker offended the psychotherapist and the counselors .,the psychotherapist offended the counselors .,banker offended psychotherapist banker offended counselors not know psychotherapist offended counselors,,,,,,,,,,,,,,
5481,neutral,the therapists needed the judges and the sculptor .,the judges needed the sculptor .,therapists needed judges therapists needed sculptor not know judges needed sculptor,,,,,,,,,,,,,,
5482,neutral,the artists deceived the sculptor and the banker .,the sculptor deceived the banker .,artists deceived sculptor artists deceived banker not know sculptor deceived banker,,,,,,,,,,,,,,
5483,neutral,the psychotherapist needed the director and the officers .,the director needed the officers .,psychotherapist needed director psychotherapist needed officers not know director needed officers,,,,,,,,,,,,,,
5484,neutral,the photographer called the planner and the banker .,the planner called the banker .,photographer called planner photographer called banker not know planner called banker,,,,,,,,,,,,,,
5485,neutral,the therapists called the artists and the administrators .,the artists called the administrators .,therapists called artists therapists called administrators not know artists called administrators,,,,,,,,,,,,,,
5486,neutral,the artists brought the illustrators and the analysts .,the illustrators brought the analysts .,artists brought illustrators artists brought analysts not know illustrators brought analysts,,,,,,,,,,,,,,
5487,neutral,the photographers found the authors and the tourist .,the authors found the tourist .,photographers found authors photographers found tourist not know authors found tourist,,,,,,,,,,,,,,
5488,neutral,the psychotherapist called the planner and the judge .,the planner called the judge .,psychotherapist called planner psychotherapist called judge not know planner called judge,,,,,,,,,,,,,,
5489,neutral,the artists contacted the therapist and the planner .,the therapist contacted the planner .,artists contacted therapist artists contacted planner not know therapist contacted planner,,,,,,,,,,,,,,
5490,neutral,the directors found the chaplain and the planners .,the chaplain found the planners .,directors found chaplain directors found planners not know chaplain found planners,,,,,,,,,,,,,,
5491,neutral,the author offended the curator and the psychotherapist .,the curator offended the psychotherapist .,author offended curator author offended psychotherapist not know curator offended psychotherapist,,,,,,,,,,,,,,
5492,neutral,the administrator contacted the therapist and the judge .,the therapist contacted the judge .,administrator contacted therapist administrator contacted judge not know therapist contacted judge,,,,,,,,,,,,,,
5493,neutral,the psychotherapist expected the essayist and the counselors .,the essayist expected the counselors .,psychotherapist expected essayist psychotherapist expected counselors not know essayist expected counselors,,,,,,,,,,,,,,
5494,neutral,the curator expected the doctors and the potters .,the doctors expected the potters .,curator expected doctors curator expected potters not know doctors expected potters,,,,,,,,,,,,,,
5495,neutral,the sculptor disturbed the photographer and the directors .,the photographer disturbed the directors .,sculptor disturbed photographer sculptor disturbed directors not know photographer disturbed directors,,,,,,,,,,,,,,
5496,neutral,the lawyer contacted the directors and the essayist .,the directors contacted the essayist .,lawyer contacted directors lawyer contacted essayist not know directors contacted essayist,,,,,,,,,,,,,,
5497,neutral,the judges expected the psychotherapists and the counselors .,the psychotherapists expected the counselors .,judges expected psychotherapists judges expected counselors not know psychotherapists expected counselors,,,,,,,,,,,,,,
5498,neutral,the judge called the colorists and the lawyers .,the colorists called the lawyers .,judge called colorists judge called lawyers not know colorists called lawyers,,,,,,,,,,,,,,
5499,neutral,the judges recommended the tourist and the artist .,the tourist recommended the artist .,judges recommended tourist judges recommended artist not know tourist recommended artist,,,,,,,,,,,,,,
5500,neutral,the tourists called the analysts and the musician .,the analysts called the musician .,tourists called analysts tourists called musician not know analysts called musician,,,,,,,,,,,,,,
5501,neutral,the therapists brought the directors and the chaplain .,the directors brought the chaplain .,therapists brought directors therapists brought chaplain not know directors brought chaplain,,,,,,,,,,,,,,
5502,neutral,the therapist expected the artists and the colorist .,the artists expected the colorist .,therapist expected artists therapist expected colorist not know artists expected colorist,,,,,,,,,,,,,,
5503,neutral,the doctors found the chaplain and the sculptor .,the chaplain found the sculptor .,doctors found chaplain doctors found sculptor not know chaplain found sculptor,,,,,,,,,,,,,,
5600,neutral,the author offended the colorist and the artist .,the artist offended the colorist .,author offended colorist author offended artist not know artist offended colorist,,,,,,,,,,,,,,
5601,neutral,the planners deceived the essayist and the director .,the director deceived the essayist .,planners deceived essayist planners deceived director not know director deceived essayist,,,,,,,,,,,,,,
5602,neutral,the chaplains introduced the lawyer and the officers .,the officers introduced the lawyer .,chaplains introduced lawyer chaplains introduced officers not know officers introduced lawyer,,,,,,,,,,,,,,
5603,neutral,the nurses offended the artist and the judge .,the judge offended the artist .,nurses offended artist nurses offended judge not know judge offended artist,,,,,,,,,,,,,,
5604,neutral,the analysts found the directors and the sculptors .,the sculptors found the directors .,analysts found directors analysts found sculptors not know sculptors found directors,,,,,,,,,,,,,,
5605,neutral,the nurse recommended the musicians and the tourists .,the tourists recommended the musicians .,nurse recommended musicians nurse recommended tourists not know tourists recommended musicians,,,,,,,,,,,,,,
5606,neutral,the authors deceived the musicians and the directors .,the directors deceived the musicians .,authors deceived musicians authors deceived directors not know directors deceived musicians,,,,,,,,,,,,,,
5607,neutral,the essayist recommended the chaplains and the administrator .,the administrator recommended the chaplains .,essayist recommended chaplains essayist recommended administrator not know administrator recommended chaplains,,,,,,,,,,,,,,
5608,neutral,the banker brought the artist and the lawyer .,the lawyer brought the artist .,banker brought artist banker brought lawyer not know lawyer brought artist,,,,,,,,,,,,,,
5609,neutral,the photographers disturbed the doctor and the curator .,the curator disturbed the doctor .,photographers disturbed doctor photographers disturbed curator not know curator disturbed doctor,,,,,,,,,,,,,,
5610,neutral,the counselor offended the therapist and the author .,the author offended the therapist .,counselor offended therapist counselor offended author not know author offended therapist,,,,,,,,,,,,,,
5611,neutral,the therapist recommended the analyst and the artist .,the artist recommended the analyst .,therapist recommended analyst therapist recommended artist not know artist recommended analyst,,,,,,,,,,,,,,
5612,neutral,the sculptors called the artist and the judges .,the judges called the artist .,sculptors called artist sculptors called judges not know judges called artist,,,,,,,,,,,,,,
5613,neutral,the analyst found the essayists and the chaplains .,the chaplains found the essayists .,analyst found essayists analyst found chaplains not know chaplains found essayists,,,,,,,,,,,,,,
5614,neutral,the essayist deceived the nurses and the officers .,the officers deceived the nurses .,essayist deceived nurses essayist deceived officers not know officers deceived nurses,,,,,,,,,,,,,,
5615,neutral,the colorists brought the curators and the designers .,the designers brought the curators .,colorists brought curators colorists brought designers not know designers brought curators,,,,,,,,,,,,,,
5616,neutral,the officers offended the director and the psychotherapists .,the psychotherapists offended the director .,officers offended director officers offended psychotherapists not know psychotherapists offended director,,,,,,,,,,,,,,
5617,neutral,the planner introduced the curators and the illustrator .,the illustrator introduced the curators .,planner introduced curators planner introduced illustrator not know illustrator introduced curators,,,,,,,,,,,,,,
5618,neutral,the illustrator found the analysts and the lawyer .,the lawyer found the analysts .,illustrator found analysts illustrator found lawyer not know lawyer found analysts,,,,,,,,,,,,,,
5619,neutral,the artist recommended the sculptors and the therapist .,the therapist recommended the sculptors .,artist recommended sculptors artist recommended therapist not know therapist recommended sculptors,,,,,,,,,,,,,,
5620,neutral,the judges recommended the chaplains and the musician .,the musician recommended the chaplains .,judges recommended chaplains judges recommended musician not know musician recommended chaplains,,,,,,,,,,,,,,
5621,neutral,the chaplain disturbed the bankers and the author .,the author disturbed the bankers .,chaplain disturbed bankers chaplain disturbed author not know author disturbed bankers,,,,,,,,,,,,,,
5622,neutral,the potter called the banker and the doctor .,the doctor called the banker .,potter called banker potter called doctor not know doctor called banker,,,,,,,,,,,,,,
5623,neutral,the director introduced the analysts and the musicians .,the musicians introduced the analysts .,director introduced analysts director introduced musicians not know musicians introduced analysts,,,,,,,,,,,,,,
5624,neutral,the analyst needed the artist and the nurse .,the nurse needed the artist .,analyst needed artist analyst needed nurse not know nurse needed artist,,,,,,,,,,,,,,
5625,neutral,the photographers contacted the psychotherapist and the lawyers .,the lawyers contacted the psychotherapist .,photographers contacted psychotherapist photographers contacted lawyers not know lawyers contacted psychotherapist,,,,,,,,,,,,,,
5626,neutral,the planners offended the lawyers and the doctor .,the doctor offended the lawyers .,planners offended lawyers planners offended doctor not know doctor offended lawyers,,,,,,,,,,,,,,
5627,neutral,the musician disturbed the artist and the photographers .,the photographers disturbed the artist .,musician disturbed artist musician disturbed photographers not know photographers disturbed artist,,,,,,,,,,,,,,
5628,neutral,the photographer called the artists and the psychotherapist .,the psychotherapist called the artists .,photographer called artists photographer called psychotherapist not know psychotherapist called artists,,,,,,,,,,,,,,
5629,neutral,the essayist needed the officers and the judge .,the judge needed the officers .,essayist needed officers essayist needed judge not know judge needed officers,,,,,,,,,,,,,,
5630,neutral,the directors brought the illustrator and the colorist .,the colorist brought the illustrator .,directors brought illustrator directors brought colorist not know colorist brought illustrator,,,,,,,,,,,,,,
5631,neutral,the colorist called the photographer and the essayists .,the essayists called the photographer .,colorist called photographer colorist called essayists not know essayists called photographer,,,,,,,,,,,,,,
5632,neutral,the sculptors expected the administrator and the bankers .,the bankers expected the administrator .,sculptors expected administrator sculptors expected bankers not know bankers expected administrator,,,,,,,,,,,,,,
5633,neutral,the judge deceived the musicians and the lawyer .,the lawyer deceived the musicians .,judge deceived musicians judge deceived lawyer not know lawyer deceived musicians,,,,,,,,,,,,,,
5634,neutral,the analyst found the colorist and the therapists .,the therapists found the colorist .,analyst found colorist analyst found therapists not know therapists found colorist,,,,,,,,,,,,,,
5635,neutral,the illustrators disturbed the judge and the colorist .,the colorist disturbed the judge .,illustrators disturbed judge illustrators disturbed colorist not know colorist disturbed judge,,,,,,,,,,,,,,
5636,neutral,the nurses introduced the sculptors and the authors .,the authors introduced the sculptors .,nurses introduced sculptors nurses introduced authors not know authors introduced sculptors,,,,,,,,,,,,,,
5637,neutral,the tourist disturbed the psychotherapist and the curator .,the curator disturbed the psychotherapist .,tourist disturbed psychotherapist tourist disturbed curator not know curator disturbed psychotherapist,,,,,,,,,,,,,,
5638,neutral,the officer found the director and the essayist .,the essayist found the director .,officer found director officer found essayist not know essayist found director,,,,,,,,,,,,,,
5639,neutral,the doctors contacted the counselor and the analyst .,the analyst contacted the counselor .,doctors contacted counselor doctors contacted analyst not know analyst contacted counselor,,,,,,,,,,,,,,
5640,neutral,the illustrators offended the musicians and the designer .,the designer offended the musicians .,illustrators offended musicians illustrators offended designer not know designer offended musicians,,,,,,,,,,,,,,
5641,neutral,the artists called the bankers and the director .,the director called the bankers .,artists called bankers artists called director not know director called bankers,,,,,,,,,,,,,,
5642,neutral,the bankers deceived the nurse and the illustrators .,the illustrators deceived the nurse .,bankers deceived nurse bankers deceived illustrators not know illustrators deceived nurse,,,,,,,,,,,,,,
5643,neutral,the photographer contacted the officers and the artists .,the artists contacted the officers .,photographer contacted officers photographer contacted artists not know artists contacted officers,,,,,,,,,,,,,,
5644,neutral,the photographers called the counselor and the bankers .,the bankers called the counselor .,photographers called counselor photographers called bankers not know bankers called counselor,,,,,,,,,,,,,,
5645,neutral,the designers called the psychotherapists and the chaplains .,the chaplains called the psychotherapists .,designers called psychotherapists designers called chaplains not know chaplains called psychotherapists,,,,,,,,,,,,,,
5646,neutral,the colorist recommended the musicians and the artists .,the artists recommended the musicians .,colorist recommended musicians colorist recommended artists not know artists recommended musicians,,,,,,,,,,,,,,
5647,neutral,the directors offended the psychotherapists and the chaplains .,the chaplains offended the psychotherapists .,directors offended psychotherapists directors offended chaplains not know chaplains offended psychotherapists,,,,,,,,,,,,,,
5648,neutral,the nurses brought the lawyers and the chaplain .,the chaplain brought the lawyers .,nurses brought lawyers nurses brought chaplain not know chaplain brought lawyers,,,,,,,,,,,,,,
5649,neutral,the chaplain offended the doctor and the artists .,the artists offended the doctor .,chaplain offended doctor chaplain offended artists not know artists offended doctor,,,,,,,,,,,,,,
5650,neutral,the sculptor introduced the colorist and the photographer .,the photographer introduced the colorist .,sculptor introduced colorist sculptor introduced photographer not know photographer introduced colorist,,,,,,,,,,,,,,
5651,neutral,the doctors recommended the planners and the designer .,the designer recommended the planners .,doctors recommended planners doctors recommended designer not know designer recommended planners,,,,,,,,,,,,,,
5652,neutral,the counselor deceived the essayists and the tourists .,the tourists deceived the essayists .,counselor deceived essayists counselor deceived tourists not know tourists deceived essayists,,,,,,,,,,,,,,
5653,neutral,the planner expected the bankers and the lawyers .,the lawyers expected the bankers .,planner expected bankers planner expected lawyers not know lawyers expected bankers,,,,,,,,,,,,,,
5654,neutral,the musician contacted the artists and the judges .,the judges contacted the artists .,musician contacted artists musician contacted judges not know judges contacted artists,,,,,,,,,,,,,,
5655,neutral,the artist disturbed the psychotherapist and the tourist .,the tourist disturbed the psychotherapist .,artist disturbed psychotherapist artist disturbed tourist not know tourist disturbed psychotherapist,,,,,,,,,,,,,,
5656,neutral,the judge disturbed the bankers and the lawyer .,the lawyer disturbed the bankers .,judge disturbed bankers judge disturbed lawyer not know lawyer disturbed bankers,,,,,,,,,,,,,,
5657,neutral,the officer needed the colorists and the illustrators .,the illustrators needed the colorists .,officer needed colorists officer needed illustrators not know illustrators needed colorists,,,,,,,,,,,,,,
5658,neutral,the artist called the administrators and the sculptors .,the sculptors called the administrators .,artist called administrators artist called sculptors not know sculptors called administrators,,,,,,,,,,,,,,
5659,neutral,the nurses needed the potters and the colorists .,the colorists needed the potters .,nurses needed potters nurses needed colorists not know colorists needed potters,,,,,,,,,,,,,,
5660,neutral,the musicians offended the illustrator and the administrators .,the administrators offended the illustrator .,musicians offended illustrator musicians offended administrators not know administrators offended illustrator,,,,,,,,,,,,,,
5661,neutral,the doctor deceived the photographers and the officers .,the officers deceived the photographers .,doctor deceived photographers doctor deceived officers not know officers deceived photographers,,,,,,,,,,,,,,
5662,neutral,the analyst introduced the directors and the officers .,the officers introduced the directors .,analyst introduced directors analyst introduced officers not know officers introduced directors,,,,,,,,,,,,,,
5663,neutral,the counselor disturbed the essayist and the judges .,the judges disturbed the essayist .,counselor disturbed essayist counselor disturbed judges not know judges disturbed essayist,,,,,,,,,,,,,,
5760,neutral,the counselor disturbed the photographers .,the photographers disturbed the counselor .,counselor disturbed photographers counselor photographers not know photographers disturbed counselor,,,,,,,,,,,,,,
5761,neutral,the planner needed the psychotherapists .,the psychotherapists needed the planner .,planner needed psychotherapists planner psychotherapists not know psychotherapists needed planner,,,,,,,,,,,,,,
5762,neutral,the lawyer expected the illustrators .,the illustrators expected the lawyer .,lawyer expected illustrators lawyer illustrators not know illustrators expected lawyer,,,,,,,,,,,,,,
5763,neutral,the judge brought the administrators .,the administrators brought the judge .,judge brought administrators judge administrators not know administrators brought judge,,,,,,,,,,,,,,
5764,neutral,the colorist contacted the sculptors .,the sculptors contacted the colorist .,colorist contacted sculptors colorist sculptors not know sculptors contacted colorist,,,,,,,,,,,,,,
5765,neutral,the chaplains offended the doctor .,the doctor offended the chaplains .,chaplains offended doctor chaplains doctor not know doctor offended chaplains,,,,,,,,,,,,,,
5766,neutral,the lawyers found the musician .,the musician found the lawyers .,lawyers found musician lawyers musician not know musician found lawyers,,,,,,,,,,,,,,
5767,neutral,the directors found the counselors .,the counselors found the directors .,directors found counselors directors counselors not know counselors found directors,,,,,,,,,,,,,,
5768,neutral,the officer needed the counselor .,the counselor needed the officer .,officer needed counselor officer counselor not know counselor needed officer,,,,,,,,,,,,,,
5769,neutral,the doctor called the therapist .,the therapist called the doctor .,doctor called therapist doctor therapist not know therapist called doctor,,,,,,,,,,,,,,
5770,neutral,the potters needed the artist .,the artist needed the potters .,potters needed artist potters artist not know artist needed potters,,,,,,,,,,,,,,
5771,neutral,the curators needed the chaplain .,the chaplain needed the curators .,curators needed chaplain curators chaplain not know chaplain needed curators,,,,,,,,,,,,,,
5772,neutral,the tourists found the psychotherapists .,the psychotherapists found the tourists .,tourists found psychotherapists tourists psychotherapists not know psychotherapists found tourists,,,,,,,,,,,,,,
5773,neutral,the planner offended the artist .,the artist offended the planner .,planner offended artist planner artist not know artist offended planner,,,,,,,,,,,,,,
5774,neutral,the curators found the planners .,the planners found the curators .,curators found planners curators planners not know planners found curators,,,,,,,,,,,,,,
5775,neutral,the essayists brought the lawyers .,the lawyers brought the essayists .,essayists brought lawyers essayists lawyers not know lawyers brought essayists,,,,,,,,,,,,,,
5776,neutral,the doctor deceived the artists .,the artists deceived the doctor .,doctor deceived artists doctor artists not know artists deceived doctor,,,,,,,,,,,,,,
5777,neutral,the administrator needed the photographer .,the photographer needed the administrator .,administrator needed photographer administrator photographer not know photographer needed administrator,,,,,,,,,,,,,,
5778,neutral,the essayists recommended the counselor .,the counselor recommended the essayists .,essayists recommended counselor essayists counselor not know counselor recommended essayists,,,,,,,,,,,,,,
5779,neutral,the director offended the therapist .,the therapist offended the director .,director offended therapist director therapist not know therapist offended director,,,,,,,,,,,,,,
5780,neutral,the sculptors recommended the illustrator .,the illustrator recommended the sculptors .,sculptors recommended illustrator sculptors illustrator not know illustrator recommended sculptors,,,,,,,,,,,,,,
5781,neutral,the planner needed the lawyers .,the lawyers needed the planner .,planner needed lawyers planner lawyers not know lawyers needed planner,,,,,,,,,,,,,,
5782,neutral,the doctor expected the therapist .,the therapist expected the doctor .,doctor expected therapist doctor therapist not know therapist expected doctor,,,,,,,,,,,,,,
5783,neutral,the sculptors offended the artists .,the artists offended the sculptors .,sculptors offended artists sculptors artists not know artists offended sculptors,,,,,,,,,,,,,,
5784,neutral,the bankers brought the colorist .,the colorist brought the bankers .,bankers brought colorist bankers colorist not know colorist brought bankers,,,,,,,,,,,,,,
5785,neutral,the essayist offended the therapists .,the therapists offended the essayist .,essayist offended therapists essayist therapists not know therapists offended essayist,,,,,,,,,,,,,,
5786,neutral,the banker recommended the designer .,the designer recommended the banker .,banker recommended designer banker designer not know designer recommended banker,,,,,,,,,,,,,,
5787,neutral,the administrator offended the officer .,the officer offended the administrator .,administrator offended officer administrator officer not know officer offended administrator,,,,,,,,,,,,,,
5788,neutral,the analysts needed the counselors .,the counselors needed the analysts .,analysts needed counselors analysts counselors not know counselors needed analysts,,,,,,,,,,,,,,
5789,neutral,the bankers brought the authors .,the authors brought the bankers .,bankers brought authors bankers authors not know authors brought bankers,,,,,,,,,,,,,,
5790,neutral,the directors found the curators .,the curators found the directors .,directors found curators directors curators not know curators found directors,,,,,,,,,,,,,,
5791,neutral,the artists found the tourists .,the tourists found the artists .,artists found tourists artists tourists not know tourists found artists,,,,,,,,,,,,,,
5792,neutral,the author introduced the analysts .,the analysts introduced the author .,author introduced analysts author analysts not know analysts introduced author,,,,,,,,,,,,,,
5793,neutral,the planner deceived the therapist .,the therapist deceived the planner .,planner deceived therapist planner therapist not know therapist deceived planner,,,,,,,,,,,,,,
5794,neutral,the analysts deceived the psychotherapist .,the psychotherapist deceived the analysts .,analysts deceived psychotherapist analysts psychotherapist not know psychotherapist deceived analysts,,,,,,,,,,,,,,
5795,neutral,the nurse found the analyst .,the analyst found the nurse .,nurse found analyst nurse analyst not know analyst found nurse,,,,,,,,,,,,,,
5796,neutral,the illustrator found the photographers .,the photographers found the illustrator .,illustrator found photographers illustrator photographers not know photographers found illustrator,,,,,,,,,,,,,,
5797,neutral,the lawyer contacted the curator .,the curator contacted the lawyer .,lawyer contacted curator lawyer curator not know curator contacted lawyer,,,,,,,,,,,,,,
5798,neutral,the essayist offended the nurses .,the nurses offended the essayist .,essayist offended nurses essayist nurses not know nurses offended essayist,,,,,,,,,,,,,,
5799,neutral,the artist offended the illustrators .,the illustrators offended the artist .,artist offended illustrators artist illustrators not know illustrators offended artist,,,,,,,,,,,,,,
5800,neutral,the director offended the counselor .,the counselor offended the director .,director offended counselor director counselor not know counselor offended director,,,,,,,,,,,,,,
5801,neutral,the tourists disturbed the doctor .,the doctor disturbed the tourists .,tourists disturbed doctor tourists doctor not know doctor disturbed tourists,,,,,,,,,,,,,,
5802,neutral,the potters contacted the administrators .,the administrators contacted the potters .,potters contacted administrators potters administrators not know administrators contacted potters,,,,,,,,,,,,,,
5803,neutral,the colorist brought the directors .,the directors brought the colorist .,colorist brought directors colorist directors not know directors brought colorist,,,,,,,,,,,,,,
5804,neutral,the illustrators expected the essayists .,the essayists expected the illustrators .,illustrators expected essayists illustrators essayists not know essayists expected illustrators,,,,,,,,,,,,,,
5805,neutral,the psychotherapist introduced the designers .,the designers introduced the psychotherapist .,psychotherapist introduced designers psychotherapist designers not know designers introduced psychotherapist,,,,,,,,,,,,,,
5806,neutral,the curators deceived the lawyer .,the lawyer deceived the curators .,curators deceived lawyer curators lawyer not know lawyer deceived curators,,,,,,,,,,,,,,
5807,neutral,the photographers found the artist .,the artist found the photographers .,photographers found artist photographers artist not know artist found photographers,,,,,,,,,,,,,,
5808,neutral,the officer contacted the sculptors .,the sculptors contacted the officer .,officer contacted sculptors officer sculptors not know sculptors contacted officer,,,,,,,,,,,,,,
5809,neutral,the chaplains deceived the potters .,the potters deceived the chaplains .,chaplains deceived potters chaplains potters not know potters deceived chaplains,,,,,,,,,,,,,,
5810,neutral,the tourist disturbed the artist .,the artist disturbed the tourist .,tourist disturbed artist tourist artist not know artist disturbed tourist,,,,,,,,,,,,,,
5811,neutral,the photographers introduced the chaplain .,the chaplain introduced the photographers .,photographers introduced chaplain photographers chaplain not know chaplain introduced photographers,,,,,,,,,,,,,,
5812,neutral,the musician deceived the director .,the director deceived the musician .,musician deceived director musician director not know director deceived musician,,,,,,,,,,,,,,
5813,neutral,the illustrators disturbed the artist .,the artist disturbed the illustrators .,illustrators disturbed artist illustrators artist not know artist disturbed illustrators,,,,,,,,,,,,,,
5814,neutral,the potters deceived the nurses .,the nurses deceived the potters .,potters deceived nurses potters nurses not know nurses deceived potters,,,,,,,,,,,,,,
5815,neutral,the artist needed the judges .,the judges needed the artist .,artist needed judges artist judges not know judges needed artist,,,,,,,,,,,,,,
5816,neutral,the banker contacted the counselors .,the counselors contacted the banker .,banker contacted counselors banker counselors not know counselors contacted banker,,,,,,,,,,,,,,
5817,neutral,the sculptor found the potter .,the potter found the sculptor .,sculptor found potter sculptor potter not know potter found sculptor,,,,,,,,,,,,,,
5818,neutral,the sculptors called the essayist .,the essayist called the sculptors .,sculptors called essayist sculptors essayist not know essayist called sculptors,,,,,,,,,,,,,,
